,ID,Date,Day,Month,Year,User Name,Location,Text,Language,Retweet counts,Favorites counts,Hashtags
10,1605290799087980288,2022-12-20 19:55:26+00:00,20,12,2022,American Nuclear Society,"La Grange Park, IL",RT @WomenInNuclear: The #AtomicAllies would like to congratulate nuclear engineering student @Grace_Stanke on being crowned Miss America 20…,en,10.0,0.0,"[{'text': 'AtomicAllies', 'indices': [24, 37]}]"
11,1604550303277350912,2022-12-18 18:52:58+00:00,18,12,2022,American Nuclear Society,"La Grange Park, IL","RT @nuclearkatie: Miss America is a NUCLEAR ENGINEER!!!! 

@Grace_Stanke is a senior in nuclear engineering at @UWMadisonEP, a former Ameri…",en,272.0,0.0,[]
12,1603801439700123648,2022-12-16 17:17:15+00:00,16,12,2022,American Nuclear Society,"La Grange Park, IL","RT @ValerieH137: #OnThisDay 14 years ago: Holiday decorations in @Fermilab's Main Control Room, including the ""intensity tree."" The lights…",en,13.0,0.0,"[{'text': 'OnThisDay', 'indices': [17, 27]}]"
13,1603801345080729600,2022-12-16 17:16:52+00:00,16,12,2022,American Nuclear Society,"La Grange Park, IL","FYI #Nuclear Twitter: Dan Yurman's Neutron Bytes Twitter feed is going on hiatus ""due to the escalating chaos taking place on Twitter."" 

Readers can sign up for a free mailing list of Neutron Bytes' nuclear news headlines at https://t.co/ansVmSpHnf The site supports an RSS feed. https://t.co/BraGIUmau8",en,1.0,2.0,"[{'text': 'Nuclear', 'indices': [4, 12]}]"
14,1603783597089071104,2022-12-16 16:06:21+00:00,16,12,2022,American Nuclear Society,"La Grange Park, IL",RT @Dr_Keefer: About to use the deepest flush toilets in the world 2km underground in the @SNOLABscience in Sudbury Ontario where @Decouple…,en,16.0,0.0,[]
15,1603782992308363264,2022-12-16 16:03:56+00:00,16,12,2022,American Nuclear Society,"La Grange Park, IL","Congratulations once again to @Grace_Stanke for winning #MissAmerica2023! As @misswis, Grace took over our Instagram the past year to promote nuclear energy as #cleanenergy! 

https://t.co/llarvXZ5vZ",en,7.0,62.0,"[{'text': 'MissAmerica2023', 'indices': [56, 72]}, {'text': 'cleanenergy', 'indices': [160, 172]}]"
16,1603773107617005568,2022-12-16 15:24:40+00:00,16,12,2022,American Nuclear Society,"La Grange Park, IL",Part Two of #MissAmerica @Grace_Stanke's video-explainer on #fusion energy:  https://t.co/xtVFftrwGn,en,0.0,6.0,"[{'text': 'MissAmerica', 'indices': [12, 24]}, {'text': 'fusion', 'indices': [60, 67]}]"
17,1603771356897837056,2022-12-16 15:17:42+00:00,16,12,2022,American Nuclear Society,"La Grange Park, IL","Congratulations to ANS member and @UWMadEngr nuclear engineering student @Grace_Stanke for winning #MissAmerica2023! As @misswis the past year, Grace took over our Instagram to showcase how awesome #nuclear is! 

Check out Grace's video explaining #fusion: https://t.co/hRUY15QBZp https://t.co/C3oJkq2uXQ",en,7.0,54.0,"[{'text': 'MissAmerica2023', 'indices': [99, 115]}, {'text': 'nuclear', 'indices': [198, 206]}, {'text': 'fusion', 'indices': [248, 255]}]"
18,1603484038832222208,2022-12-15 20:16:00+00:00,15,12,2022,American Nuclear Society,"La Grange Park, IL","How did a #nuclear victory at #COP27 start with a teen and a text?

Read about the historic inclusion of nuclear technology in the final Sharm el-Sheikh decision, and how the focused determination of ANS delegates paid off! #NetZeroNeedsNuclear

https://t.co/AP8kifkJ4H https://t.co/wxFonLUky2",en,9.0,64.0,"[{'text': 'nuclear', 'indices': [10, 18]}, {'text': 'COP27', 'indices': [30, 36]}, {'text': 'NetZeroNeedsNuclear', 'indices': [224, 244]}]"
19,1603466931792932864,2022-12-15 19:08:02+00:00,15,12,2022,American Nuclear Society,"La Grange Park, IL","The 2023 #ANSStudentConference Call for Papers is open! Research, internship projects, senior design projects, and #nuclear-policy analysis are invited.  

Submit a summary by Jan. 30 
Final submissions due Feb. 27
Conference: Apr. 13-15

https://t.co/00m2d8goz5 https://t.co/kOjI0NfFTB",en,2.0,10.0,"[{'text': 'ANSStudentConference', 'indices': [9, 30]}, {'text': 'nuclear', 'indices': [115, 123]}]"
20,1603464914940858368,2022-12-15 19:00:01+00:00,15,12,2022,American Nuclear Society,"La Grange Park, IL","Joining us for the ANS Conference on #Nuclear Training and Education? Book your room at the Omni Amelia Island Resort by Jan. 6 and secure the ANS group rate! #CONTE2023

Book now!
https://t.co/ht85fy9Vcr https://t.co/l1RngiHDxN",en,3.0,7.0,"[{'text': 'Nuclear', 'indices': [37, 45]}, {'text': 'CONTE2023', 'indices': [159, 169]}]"
21,1603109871905255424,2022-12-14 19:29:12+00:00,14,12,2022,American Nuclear Society,"La Grange Park, IL","RT @ORNLdirector: Cancer-fighting drugs, fuel for deep space missions and periodic table discoveries are just a few milestones that have be…",en,13.0,0.0,[]
22,1603102531907092480,2022-12-14 19:00:02+00:00,14,12,2022,American Nuclear Society,"La Grange Park, IL","Are you an ANS student member? Enrolled in a #nuclear science or engineering degree? Apply for one of our scholarships!

ANS has dozens of scholarships for our students. Download the program brochure and check the ANS website for key dates and deadlines:

https://t.co/Rzx65wgiUK https://t.co/GlTueK7CTj",en,0.0,3.0,"[{'text': 'nuclear', 'indices': [45, 53]}]"
23,1603042167907569664,2022-12-14 15:00:10+00:00,14,12,2022,American Nuclear Society,"La Grange Park, IL","German citizens prepare for a chilly, expensive heating season, while #renewable generation tapers off.

What if Germany's #nuclear reactors had been allowed to run for 60 years? How would the current energy crisis look different in Germany? 

Read on: https://t.co/cmHFVwdZiN https://t.co/0KrC8FoPEC",en,96.0,331.0,"[{'text': 'renewable', 'indices': [70, 80]}, {'text': 'nuclear', 'indices': [123, 131]}]"
24,1603027376425865216,2022-12-14 14:01:24+00:00,14,12,2022,American Nuclear Society,"La Grange Park, IL",“Classic science. Pew-pew-pew!” ⚛️ https://t.co/TTl3T0sok0,en,1.0,17.0,[]
25,1602788622733873152,2022-12-13 22:12:40+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","RT @Dr_A_Stein: My favorite quote from the announcement comes from @Livermore_Lab  Director Dr. Kim Budil ""Some people say LLNL stands for…",en,3.0,0.0,[]
26,1602782230190899200,2022-12-13 21:47:16+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","RT @StandUp4Nuclear: EVERYONE SAID IT COULDN'T HAPPEN &amp; YET THE GERMAN 3 REACTORS CONTINUE TO RUN!

Join our German allies in celebrating t…",en,14.0,0.0,[]
27,1602779781191405568,2022-12-13 21:37:32+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL",RT @NuclearAnthro: THAT LOOKS LIKE A MODEL OF CHICAGO PILE-1!!!!,en,5.0,0.0,[]
28,1602777347375222784,2022-12-13 21:27:52+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","RT @Nuclear_Matters: This year, the nuclear energy industry saw unprecedented support at the state level. So, what’s next for 2023? @NEI pr…",en,7.0,0.0,[]
29,1602775874491002880,2022-12-13 21:22:01+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","BREAKING NEWS: @ENERGY has announced the achievement of scientific energy breakeven in #fusion at @lasers_llnl, where more energy was generated than was injected. The fusion community has spent decades working toward this achievement! Congratulations!!!

https://t.co/XNUmGOoNxu https://t.co/ed9F4gmLZ8",en,8.0,31.0,"[{'text': 'fusion', 'indices': [87, 94]}]"
30,1602768225820807168,2022-12-13 20:51:37+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL",RT @Livermore_Lab: BREAKING NEWS: @ENERGY and @NNSAnews today announced the achievement of #FusionIgnition at @lasers_llnl — a major scient…,en,1237.0,0.0,"[{'text': 'FusionIgnition', 'indices': [91, 106]}]"
31,1602759406311165952,2022-12-13 20:16:34+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","The American Nuclear Society and @ANS_Fusion congratulate @lasers_llnl team at @Livermore_Lab for their achievement in reaching the scientific energy breakeven milestone for #fusion ignition:
https://t.co/Z304MopwmB https://t.co/Icc30BTxMn",en,7.0,23.0,"[{'text': 'fusion', 'indices': [174, 181]}]"
32,1602715243993595904,2022-12-13 17:21:05+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL",RT @Gen_Atomic: LFG: A new bill introduced to repeal the moratorium in CA. Contact your senators and reps using an editable template in our…,en,9.0,0.0,[]
33,1602715111420006400,2022-12-13 17:20:34+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL",RT @Orano_usa: Orano completes industry-first segmentation and disposal of a U.S. BWR reactor at Vermont Yankee and in less than 4 years on…,en,3.0,0.0,[]
34,1602708023515947008,2022-12-13 16:52:24+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL",RT @thomas_m_wilson: Here’s the official @Livermore_Lab press release on the fusion breakthrough - energy gain in a fusion reaction for the…,en,19.0,0.0,[]
35,1602706861777735680,2022-12-13 16:47:47+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","RT @NNSANews: For years, #NIF has helped ensure the #nuclear stockpile is safe, secure, reliable, and effective. #NNSA is proud of the many…",en,39.0,0.0,"[{'text': 'NIF', 'indices': [25, 29]}, {'text': 'nuclear', 'indices': [52, 60]}, {'text': 'NNSA', 'indices': [113, 118]}]"
36,1602706342602575872,2022-12-13 16:45:43+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","RT @thomas_m_wilson: Mark Adams, Deputy Administrator for defence programmes, says the energy gain was “about 2 megajoules in and about 3 m…",en,5.0,0.0,[]
37,1602705137788666112,2022-12-13 16:40:56+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","RT @voicesofnuclear: Everyone should be aware that the current state of French #nuclear, currently under fire from critics due to the low a…",en,162.0,0.0,"[{'text': 'nuclear', 'indices': [79, 87]}]"
38,1602702024503689216,2022-12-13 16:28:34+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","RT @ChrisBarnardDL: Also don't forget:

While the long-term future of fusion is exciting, we have real energy problems today. We need to co…",en,9.0,0.0,[]
39,1602701912675066112,2022-12-13 16:28:07+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","RT @ChrisBarnardDL: Let’s not get ahead of ourselves, though. The reaction only lasted for a microsecond, while the lasers still require hu…",en,5.0,0.0,[]
40,1602700430793900032,2022-12-13 16:22:14+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","RT @NuclearHazelnut: The past Dec. 5, 2022, a team at @Livermore_Lab: @lasers_llnl conducted the first controlled fusion experiment in hist…",en,4.0,0.0,[]
41,1602700378616827904,2022-12-13 16:22:01+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","RT @Dr_A_Stein: Our new analysis concludes that Part 53 neither meets the mandate that Congress gave the NRC in NEIMA, nor serves the publi…",en,16.0,0.0,[]
42,1602700364528193536,2022-12-13 16:21:58+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL",RT @MadiHilly: Those worried that nuclear is under-regulated have had the good fortune of never having to familiarize themselves with the N…,en,30.0,0.0,[]
43,1602700043399602176,2022-12-13 16:20:41+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","RT @ENERGY: BREAKING NEWS: This is an announcement that has been decades in the making.
 
On December 5, 2022 a team from DOE's @Livermore_…",en,21468.0,0.0,[]
44,1602700027763343360,2022-12-13 16:20:38+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","RT @AtomicAlyse: Okay y’all this is a huge deal and it was very exciting to witness the leadership of @ENERGY, @Livermore_Lab, and @NNSANew…",en,1.0,0.0,[]
45,1602699975699431424,2022-12-13 16:20:25+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL",RT @djysrv: NRC's draft nuclear licensing rules a missed opportunity https://t.co/5qYI2VgcJ9 @ANS_org,en,2.0,0.0,[]
46,1602692600087166976,2022-12-13 15:51:07+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL","RT @acceleranttech: With @ANS_org's CONTE coming up in February. Jessika Hernandez wrote a blog to supplement her presentation on ""A Crash…",en,1.0,0.0,[]
47,1602458821456191488,2022-12-13 00:22:09+00:00,13,12,2022,American Nuclear Society,"La Grange Park, IL",RT @nuclearkatie: Thinking of her... 😤,en,4.0,0.0,[]
48,1602441892645539840,2022-12-12 23:14:53+00:00,12,12,2022,American Nuclear Society,"La Grange Park, IL",RT @MeetThePress: WATCH: Nuclear fusion power could be key to clean energy. @gilbeaq says it could be a commercial source in the next decad…,en,20.0,0.0,[]
49,1602392866349019136,2022-12-12 20:00:05+00:00,12,12,2022,American Nuclear Society,"La Grange Park, IL","“I wholeheartedly believe that utilizing #nuclear energy—specifically advanced nuclear microreactors—could have made a positive difference for Florida’s 19th District in many ways,” writes @RepDonaldsPress in an op-ed on #HurricaneIan for @Floridianpress.

https://t.co/QydHpdjyiG https://t.co/EmRkAYxN1G",en,11.0,31.0,"[{'text': 'nuclear', 'indices': [41, 49]}, {'text': 'HurricaneIan', 'indices': [221, 234]}]"
50,1602386456747483136,2022-12-12 19:34:36+00:00,12,12,2022,American Nuclear Society,"La Grange Park, IL","RT @NAC_Intl: .@GeorgiaPower has announced, ""another critical milestone along the path"" to bringing online the first new nuclear units in t…",en,4.0,0.0,[]
51,1602371004298579968,2022-12-12 18:33:12+00:00,12,12,2022,American Nuclear Society,"La Grange Park, IL","Unit 1 at South Korea's Shin-Hanul #nuclear power plant enters commercial operation!

The first of four #APR1400 reactors planned for Shin-Hanul, Unit 1 is the third such reactor to enter service in South Korea.

https://t.co/BO9dFT8T1T https://t.co/bcK1XDFQO1",en,22.0,82.0,"[{'text': 'nuclear', 'indices': [35, 43]}, {'text': 'APR1400', 'indices': [104, 112]}]"
52,1602332448607576064,2022-12-12 16:00:00+00:00,12,12,2022,American Nuclear Society,"La Grange Park, IL","At #ANSwinter in Nov., ANS recognized @rafaelmgrossi and @iaeaorg for their global courageous leadership ""to promote a strong and sustainable global nuclear safety and security framework and their proactive efforts to support the Ukrainian civilian nuclear facilities &amp; workers."" https://t.co/mZplm3QTd3",en,1.0,8.0,"[{'text': 'ANSwinter', 'indices': [3, 13]}]"
53,1602315748856184832,2022-12-12 14:53:38+00:00,12,12,2022,American Nuclear Society,"La Grange Park, IL","RT @Dr_A_Stein: Net-energy from fusion ⚛️ Big if true!
@lasers_llnl is the first to generate more energy from fusion than was put into the…",en,7.0,0.0,[]
54,1602296658959679488,2022-12-12 13:37:47+00:00,12,12,2022,American Nuclear Society,"La Grange Park, IL","RT @JavierBlas: Should we spend some billions in fusion research when fision energy is readably? Yes, we should, but we should too keep bui…",en,67.0,0.0,[]
55,1602296511815114752,2022-12-12 13:37:12+00:00,12,12,2022,American Nuclear Society,"La Grange Park, IL","RT @JavierBlas: If confirmed, the breakthrough is quite important, putting the world into the realms of ""fusion ignition"", and perhaps in t…",en,35.0,0.0,[]
56,1602295878064263168,2022-12-12 13:34:41+00:00,12,12,2022,American Nuclear Society,"La Grange Park, IL",RT @thomas_m_wilson: SCOOP: Net energy gain in a fusion reaction has been a holy grail in science for decades. Now I’m told US scientists h…,en,5753.0,0.0,[]
57,1602295565395673088,2022-12-12 13:33:26+00:00,12,12,2022,American Nuclear Society,"La Grange Park, IL",RT @gehnuclear: Ontario’s SMR plans for Darlington advance | report via @ANS_org Nuclear Newswire. https://t.co/9XOsvr2CxX,en,10.0,0.0,[]
58,1602087098563153920,2022-12-11 23:45:04+00:00,11,12,2022,American Nuclear Society,"La Grange Park, IL","RT @MattLoszak: To decarbonize a single steel/cement/ammonia plant, we'll need either:
A) Clean electricity from thousands of acres of rene…",en,57.0,0.0,[]
59,1601690599228571648,2022-12-10 21:29:31+00:00,10,12,2022,American Nuclear Society,"La Grange Park, IL","RT @GeneDannen: @atomicnews @nuclear94 Cool! My CP-1 graphite paperweight is also from the American Nuclear Society, but with a slightly di…",en,4.0,0.0,[]
60,1601690467997200384,2022-12-10 21:29:00+00:00,10,12,2022,American Nuclear Society,"La Grange Park, IL","RT @Ahighervision: Lisa Marshall, director of outreach, retention and engagement for the Department of Nuclear Engineering and a doctoral s…",en,5.0,0.0,[]
61,1601690202170613760,2022-12-10 21:27:56+00:00,10,12,2022,American Nuclear Society,"La Grange Park, IL","RT @mohammedsowaigh: I'm delighted to contribute in American Nuclear Society (ANS) meeting held on 2022 in Phoneix, Arizona.

I was honored…",en,7.0,0.0,[]
62,1601326824713486336,2022-12-09 21:24:00+00:00,9,12,2022,American Nuclear Society,"La Grange Park, IL","We are excited to announce that DOE has awarded ANS and Energy Communities Alliance $800k to ""connect with communities across the country and establish education and outreach opportunities in #nuclear energy.""

@ENERGY @EnergyCAorg @katyhuff @GovNuclear 

https://t.co/I0QKJDzaay https://t.co/VYygc34LAS",en,0.0,6.0,"[{'text': 'nuclear', 'indices': [192, 200]}]"
63,1601302413826482176,2022-12-09 19:47:00+00:00,9,12,2022,American Nuclear Society,"La Grange Park, IL","5 ways the Biden DOE is spending on #nuclear energy:

-Advanced and theoretical research 🔬
-Train electrical engineers to work on nuclear reactors 💻
-Keep old plants online 🍃
-Build nuclear fuel supply chains including #HALEU 🌍
-Catch up on fusion 🌞

https://t.co/t3KNwnAQze https://t.co/QdMiJrEXMu",en,0.0,12.0,"[{'text': 'nuclear', 'indices': [36, 44]}, {'text': 'HALEU', 'indices': [219, 225]}]"
64,1601230198417940480,2022-12-09 15:00:03+00:00,9,12,2022,American Nuclear Society,"La Grange Park, IL","At #ANSwinter in Nov., ANS recognized @rafaelmgrossi and @iaeaorg for their global courageous leadership ""to promote a strong and sustainable global nuclear safety and security framework and their proactive efforts to support the Ukrainian civilian nuclear facilities &amp; workers."" https://t.co/cCQAwAI9Y6",en,5.0,19.0,"[{'text': 'ANSwinter', 'indices': [3, 13]}]"
65,1601202358691966976,2022-12-09 13:09:25+00:00,9,12,2022,American Nuclear Society,"La Grange Park, IL","RT @energybants: @stewartbrand Hi Stewart!

Nuclear plants are getting easier &amp; cheaper to decommission now, a dangerous trend indeed whene…",en,5.0,0.0,[]
66,1601200720455561216,2022-12-09 13:02:55+00:00,9,12,2022,American Nuclear Society,"La Grange Park, IL","RT @PaulNaish78: Possible Does Not Mean Useful: The Role of Probability of Attack in Security Risk Management 

@ANS_org @tandfphysci #secu…",en,2.0,0.0,[]
67,1601028899043176448,2022-12-09 01:40:09+00:00,9,12,2022,American Nuclear Society,"La Grange Park, IL",RT @Dr_A_Stein: PG&amp;E requests the NRC resume the prior licensing process that was previously halted. They hope to have licenses issued by 2…,en,8.0,0.0,[]
68,1600991838953177088,2022-12-08 23:12:54+00:00,8,12,2022,American Nuclear Society,"La Grange Park, IL",RT @Orano_usa: Look! 👀 @GovNuclear is partnering with @ANS_org and @EnergyCAorg to reach out and raising up the community conversation abou…,en,3.0,0.0,[]
69,1600990808575909888,2022-12-08 23:08:48+00:00,8,12,2022,American Nuclear Society,"La Grange Park, IL","RT @GovNuclear: #OnThisDay in 1953, President Dwight Eisenhower delivered his ""Atoms for Peace"" speech to the U.N. General Assembly recogni…",en,19.0,0.0,"[{'text': 'OnThisDay', 'indices': [16, 26]}]"
70,1600987865135345664,2022-12-08 22:57:06+00:00,8,12,2022,American Nuclear Society,"La Grange Park, IL",RT @NuclearShayan: Learned a lot from the @ANS_org discussion with @JigarShahDC on the role of the DOE LPO in the nuclear enterprise. Reall…,en,1.0,0.0,[]
71,1600956709018955776,2022-12-08 20:53:18+00:00,8,12,2022,American Nuclear Society,"La Grange Park, IL","RT @GovNuclear: ECA and ANS will partner with local energy communities, educational entities, and other constituencies with DOE to help dev…",en,2.0,0.0,[]
72,1600956678736064512,2022-12-08 20:53:11+00:00,8,12,2022,American Nuclear Society,"La Grange Park, IL",RT @GovNuclear: “This program is an essential step in expanding engagement with communities interested in nuclear power and its role in hel…,en,5.0,0.0,[]
73,1600950264130768896,2022-12-08 20:27:41+00:00,8,12,2022,American Nuclear Society,"La Grange Park, IL","RT @GovNuclear: 🧵: @ENERGY awards $800,000 to @EnergyCAorg and @ANS_org to engage communities on nuclear energy.
(1/4)
https://t.co/OWtqQCf…",en,11.0,0.0,[]
74,1600930211092389888,2022-12-08 19:08:00+00:00,8,12,2022,American Nuclear Society,"La Grange Park, IL","The 2023 #ANSStudentConference Call for Papers is open! Research, internship projects, senior design projects, and #nuclear-policy analysis are invited.  

Submit a summary by Jan. 30 
Final submissions due Feb. 27
Conference: Apr. 13-15

https://t.co/00m2d8goz5 https://t.co/Lw3MYeRb2A",en,1.0,3.0,"[{'text': 'ANSStudentConference', 'indices': [9, 30]}, {'text': 'nuclear', 'indices': [115, 123]}]"
75,1600928207821475840,2022-12-08 19:00:03+00:00,8,12,2022,American Nuclear Society,"La Grange Park, IL","Joining us for the ANS Conference on #Nuclear Training and Education? Book your room at the Omni Amelia Island Resort by Jan. 6 and secure the ANS group rate! #CONTE2023

Book now!
https://t.co/ht85fy9Vcr https://t.co/64E651Ge5c",en,0.0,1.0,"[{'text': 'Nuclear', 'indices': [37, 45]}, {'text': 'CONTE2023', 'indices': [159, 169]}]"
76,1600885346891223040,2022-12-08 16:09:44+00:00,8,12,2022,American Nuclear Society,"La Grange Park, IL","RT @iaeaorg: The foundation for an international #nuclear order that shapes our world today, from medicine to energy to innovation, was lai…",en,65.0,0.0,"[{'text': 'nuclear', 'indices': [49, 57]}]"
77,1600597355123703808,2022-12-07 21:05:21+00:00,7,12,2022,American Nuclear Society,"La Grange Park, IL",RT @SDPInstitute: Congratulations to Lisa Marshall for receiving the 2022 Social Responsibility in the Nuclear Community Award from the Ame…,en,3.0,0.0,[]
78,1600557913948712960,2022-12-07 18:28:38+00:00,7,12,2022,American Nuclear Society,"La Grange Park, IL",Tune in now to hear from @JigarShahDC! https://t.co/TJqtgIpA7j,en,0.0,1.0,[]
79,1600557820377636864,2022-12-07 18:28:15+00:00,7,12,2022,American Nuclear Society,"La Grange Park, IL",RT @Gen_Atomic: #GoNuclear #wisdom #WisdomWednesday #pronuclear #nuclear #cleanenergy #carbonfree #nuclearpowerplant #energy #nuclearenergy…,qme,8.0,0.0,"[{'text': 'GoNuclear', 'indices': [16, 26]}, {'text': 'wisdom', 'indices': [27, 34]}, {'text': 'WisdomWednesday', 'indices': [35, 51]}, {'text': 'pronuclear', 'indices': [52, 63]}, {'text': 'nuclear', 'indices': [64, 72]}, {'text': 'cleanenergy', 'indices': [73, 85]}, {'text': 'carbonfree', 'indices': [86, 97]}, {'text': 'nuclearpowerplant', 'indices': [98, 116]}, {'text': 'energy', 'indices': [117, 124]}, {'text': 'nuclearenergy', 'indices': [125, 139]}]"
80,1600551139954638848,2022-12-07 18:01:43+00:00,7,12,2022,American Nuclear Society,"La Grange Park, IL",RT @djysrv: NRC comments on NuScale's draft application for SMR design - American Nuclear Society - https://t.co/70e2zfitur @ANS_org,en,1.0,0.0,[]
81,1600233640734388224,2022-12-06 21:00:05+00:00,6,12,2022,American Nuclear Society,"La Grange Park, IL","We are happy to announce that Penn State will host the 2024 #ANSStudentConference! Join us for this incredible opportunity to grow your professional network, present your work, and meet recruiters in the #nuclear field.

@penn_state @PSUEngineering @PennStateNucE https://t.co/wo2hwM0eQs",en,2.0,10.0,"[{'text': 'ANSStudentConference', 'indices': [60, 81]}, {'text': 'nuclear', 'indices': [204, 212]}]"
82,1599860863493558272,2022-12-05 20:18:48+00:00,5,12,2022,American Nuclear Society,"La Grange Park, IL","RT @energybants: Crazy change that doesn't get enough appreciation:

Zaporizhzhia and the Ukraine war has exhausted the public's appetite f…",en,22.0,0.0,[]
83,1599860329173102592,2022-12-05 20:16:41+00:00,5,12,2022,American Nuclear Society,"La Grange Park, IL","RT @GovNuclear: FACT: The U.S. is the LARGEST producer of nuclear energy in the world! 

Generating 778 billion kilowatt hours of electrici…",en,29.0,0.0,[]
84,1599842722122121216,2022-12-05 19:06:43+00:00,5,12,2022,American Nuclear Society,"La Grange Park, IL","RT @LightbridgeCorp: Lightbridge CEO Seth Grae interviewed on BBC World News and the Decouple Podcast
 
@BBCWorld @DecoupleMedia @ANS_org
h…",en,1.0,0.0,[]
85,1599155881014611968,2022-12-03 21:37:27+00:00,3,12,2022,American Nuclear Society,"La Grange Park, IL","RT @GBruhaug: So when talking about recycling spent nuclear fuel (i.e. ""waste""), we often like to focus on turning it back into more nuclea…",en,159.0,0.0,[]
86,1599155829063659520,2022-12-03 21:37:15+00:00,3,12,2022,American Nuclear Society,"La Grange Park, IL",RT @ParisOrtizWines: Leona Woods was an American Physicist who at age 23 was the youngest &amp; only female member of Enrico Fermi's team who w…,en,5.0,0.0,[]
